Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-01-31 00:00:00-05:00,23.687676403177125,23.989063442673768,23.668439765307816,23.88005256652832,15400900,0.0,0.0
2005-02-01 00:00:00-05:00,23.815934535660954,23.93135929481322,23.488899348839787,23.617149353027344,12610000,0.0,0.0
2005-02-02 00:00:00-05:00,23.572256151066007,23.6492076094562,23.091320543869763,23.33499526977539,10757200,0.0,0.0
2005-02-03 00:00:00-05:00,23.22598653391221,23.469658836324076,22.963075142030295,23.15544891357422,9473100,0.0,0.0
2005-02-04 00:00:00-05:00,23.174678659401394,23.783864126449686,23.020780666436988,23.694089889526367,10481500,0.0,0.0
2005-02-07 00:00:00-05:00,23.49529407663477,24.040355596129288,23.001533500879628,23.072071075439453,15333500,0.0,0.0
2005-02-08 00:00:00-05:00,22.975890675415588,23.360638055888067,22.674503678141495,23.238801956176758,13963000,0.0,0.0
2005-02-09 00:00:00-05:00,23.2901122304618,23.32217412067001,22.712988422052366,22.886125564575195,11344200,0.0,0.0
2005-02-10 00:00:00-05:00,23.020784520062744,23.078496888626436,22.6360345809165,22.64244842529297,9819500,0.0,0.0
2005-02-11 00:00:00-05:00,22.668098180348906,23.238810510978933,22.033264524254346,23.187509536743164,17975000,0.0,0.0
2005-02-14 00:00:00-05:00,23.187498794793054,23.931345453458167,23.14902308194067,23.83515739440918,14373900,0.0,0.0
2005-02-15 00:00:00-05:00,23.706910880662715,24.187846303259892,23.431174376013875,23.649198532104492,18342100,0.0,0.0
2005-02-16 00:00:00-05:00,23.488891029396704,23.54660338853191,22.924592678537415,23.078493118286133,16187300,0.0,0.0
2005-02-17 00:00:00-05:00,23.078496968093855,23.084908366327497,22.469311396971676,22.6680965423584,14957200,0.0,0.0
2005-02-18 00:00:00-05:00,22.66809171031,22.828403539792152,22.180744824996605,22.212806701660156,16165800,0.0,0.0
2005-02-22 00:00:00-05:00,21.82805612085313,22.462889503599275,21.802405644779906,22.148679733276367,20611400,0.0,0.0
2005-02-23 00:00:00-05:00,22.32217725983335,22.37357996033098,21.930221557617188,21.930221557617188,16148900,0.07,0.0
2005-02-24 00:00:00-05:00,21.872392023282355,22.88761925830908,21.840265029027357,22.816938400268555,21900300,0.0,0.0
2005-02-25 00:00:00-05:00,22.726984767726627,23.851446869637194,22.669155190154484,23.774341583251953,22554000,0.0,0.0
2005-02-28 00:00:00-05:00,23.774334409384856,23.91569610104618,22.78480747001983,23.163911819458008,20195700,0.0,0.0
2005-03-01 00:00:00-05:00,23.26672424500828,23.69723382222904,23.170343259874752,23.363107681274414,13193100,0.0,0.0
2005-03-02 00:00:00-05:00,23.086815087794456,23.69081103250044,22.945453343894595,23.31170654296875,12935000,0.0,0.0
2005-03-03 00:00:00-05:00,23.459487293677416,23.510892443646743,22.6306000850479,22.752683639526367,15917500,0.0,0.0
2005-03-04 00:00:00-05:00,23.00327117682429,23.1831867002077,22.810506820678707,22.81050682067871,12809600,0.0,0.0
2005-03-07 00:00:00-05:00,22.778387327265992,24.15986770989067,22.746260332531943,24.024932861328125,24949000,0.0,0.0
2005-03-08 00:00:00-05:00,23.819312657536276,24.33977869806193,23.266719628340862,23.318124771118164,21097500,0.0,0.0
2005-03-09 00:00:00-05:00,23.15106102837055,23.812888775271283,23.035401905655164,23.60727310180664,18515500,0.0,0.0
2005-03-10 00:00:00-05:00,23.64581768410989,24.00564623438755,23.35024554520224,23.825733184814453,14765700,0.0,0.0
2005-03-11 00:00:00-05:00,24.191992449625083,24.371905546042843,23.96709862797078,23.999225616455078,22351800,0.0,0.0
2005-03-14 00:00:00-05:00,24.153442192853866,24.28837703527933,23.77433778951628,24.069910049438477,13265400,0.0,0.0
2005-03-15 00:00:00-05:00,24.365479999812653,24.654627814125604,24.224120752584728,24.487565994262695,21539300,0.0,0.0
2005-03-16 00:00:00-05:00,24.34621030246848,24.763868631866522,24.159870281590415,24.262678146362305,21371400,0.0,0.0
2005-03-17 00:00:00-05:00,24.23054426643311,24.28837382713879,23.665102396346633,23.697229385375977,16148600,0.0,0.0
2005-03-18 00:00:00-05:00,23.517314167294206,23.60727316943334,23.15106109469036,23.43378448486328,22650200,0.0,0.0
2005-03-21 00:00:00-05:00,23.3438335486318,23.755064995650567,23.266725813966204,23.472341537475586,12594000,0.0,0.0
2005-03-22 00:00:00-05:00,23.62655179668157,23.8771457772497,23.112512547935086,23.13178825378418,15078900,0.0,0.0
2005-03-23 00:00:00-05:00,23.118941505100455,23.56872685523437,23.054687505566882,23.330984115600586,12659500,0.0,0.0
2005-03-24 00:00:00-05:00,23.363108517198764,23.54944852670975,22.977577209472656,22.977577209472656,12781700,0.0,0.0
2005-03-28 00:00:00-05:00,23.04182990904273,23.491615136073513,22.984000344836883,23.253870010375977,12621400,0.0,0.0
2005-03-29 00:00:00-05:00,23.22817220764806,23.420936623871302,22.72698178410858,22.97115135192871,15597700,0.0,0.0
2005-03-30 00:00:00-05:00,23.16391015325444,23.774332699272975,23.138207583686263,23.716503143310547,17994800,0.0,0.0
2005-03-31 00:00:00-05:00,23.652247773918734,23.90926610102842,23.36310001118001,23.536588668823242,14235900,0.0,0.0
2005-04-01 00:00:00-05:00,23.536586871275055,23.60726770244998,22.73982448048263,22.842632293701172,19724500,0.0,0.0
2005-04-04 00:00:00-04:00,22.906890999500853,23.356673695350867,22.64987021518782,23.18318748474121,13061300,0.0,0.0
2005-04-05 00:00:00-04:00,23.18961949292841,23.414510914476153,22.82336634861771,22.906898498535156,13062500,0.0,0.0
2005-04-06 00:00:00-04:00,22.72698840573366,23.118944221894374,22.437840471587787,22.56635093688965,14206500,0.0,0.0
2005-04-07 00:00:00-04:00,22.46353584561409,22.9068966860603,22.41855756486338,22.59847068786621,14157500,0.0,0.0
2005-04-08 00:00:00-04:00,22.656297868492405,22.701278595635266,22.347874353934127,22.42498207092285,14574400,0.0,0.0
2005-04-11 00:00:00-04:00,22.44426391199491,22.540647359020795,22.078010735109146,22.161542892456055,14597100,0.0,0.0
2005-04-12 00:00:00-04:00,22.071578476276844,22.29647231405535,21.782433108055205,22.232215881347656,17125600,0.0,0.0
2005-04-13 00:00:00-04:00,22.097280582753385,22.206515290483722,21.133456172680635,21.139883041381836,27062400,0.0,0.0
2005-04-14 00:00:00-04:00,21.39047380789208,21.827407671430567,21.01136949838462,21.57038688659668,27519300,0.0,0.0
2005-04-15 00:00:00-04:00,21.403330219391332,21.743880757412658,20.992096374920123,21.004947662353516,21681200,0.0,0.0
2005-04-18 00:00:00-04:00,20.65797679149569,21.30695100286199,20.612998502150152,20.895719528198242,18060200,0.0,0.0
2005-04-19 00:00:00-04:00,21.03064619413868,21.37119666669015,21.011370492260514,21.075624465942383,15603300,0.0,0.0
2005-04-20 00:00:00-04:00,21.204138343601198,21.48043488780538,21.017798357764445,21.339073181152344,21404100,0.0,0.0
2005-04-21 00:00:00-04:00,21.236271503630302,22.52779804139804,21.204144502186942,22.30290412902832,36225700,0.0,0.0
2005-04-22 00:00:00-04:00,22.148680807943087,22.4185504062738,21.583236593318958,21.795276641845703,15097400,0.0,0.0
2005-04-25 00:00:00-04:00,21.846680409993606,22.335016893601473,21.795275279544605,22.27718734741211,13101100,0.0,0.0
2005-04-26 00:00:00-04:00,22.103710944928817,22.52136678462452,21.943073517861407,22.167964935302734,19114300,0.0,0.0
2005-04-27 00:00:00-04:00,21.930219610561586,22.810511919445677,21.923792741612147,22.714128494262695,17604500,0.0,0.0
2005-04-28 00:00:00-04:00,22.489236674043866,22.746257502200134,22.28362099197176,22.386428833007812,13057400,0.0,0.0
2005-04-29 00:00:00-04:00,22.42498117442184,22.604894271271924,21.981620398423978,22.418554306030273,14668300,0.0,0.0
2005-05-02 00:00:00-04:00,22.386438856589358,22.694862517794945,22.335033687488405,22.521373748779297,8969900,0.0,0.0
2005-05-03 00:00:00-04:00,22.54705938000631,22.643442774032422,22.180806404517526,22.27718734741211,12396200,0.0,0.0
2005-05-04 00:00:00-04:00,22.40570805016315,22.977576908783973,22.30290019300809,22.906898498535156,11216100,0.0,0.0
2005-05-05 00:00:00-04:00,22.823366942419863,23.041833950949872,22.457113788580248,22.59204864501953,11445700,0.0,0.0
2005-05-06 00:00:00-04:00,22.75911099720746,23.009707458975566,22.720559580883737,22.861921310424805,10565600,0.0,0.0
2005-05-09 00:00:00-04:00,22.810508622760956,23.34382591639984,22.643446821205,23.157485961914062,13549700,0.0,0.0
2005-05-10 00:00:00-04:00,22.90045888707809,23.112501353243882,22.656289443013897,22.868331909179688,9185200,0.0,0.0
2005-05-11 00:00:00-04:00,22.868332326189254,23.324541793607033,22.611311596052605,23.228160858154297,10849000,0.0,0.0
2005-05-12 00:00:00-04:00,23.10608106335442,23.382377563955526,22.784806290667742,22.932592391967773,10177000,0.0,0.0
2005-05-13 00:00:00-04:00,22.694846675149815,23.00327012105352,22.48280662846112,22.681995391845703,16743600,0.0,0.0
2005-05-16 00:00:00-04:00,22.51493446739235,22.79765535743963,22.367148380472287,22.707698822021484,7935100,0.0,0.0
2005-05-17 00:00:00-04:00,22.45068037981861,23.20246462741254,22.45068037981861,23.189613342285156,10160600,0.0,0.0
2005-05-18 00:00:00-04:00,23.285993048533907,23.902839929667245,23.18960965098674,23.48518180847168,17016700,0.0,0.0
2005-05-19 00:00:00-04:00,23.27315248281447,23.697235215276567,23.09966375801642,23.523746490478516,14241500,0.0,0.0
2005-05-20 00:00:00-04:00,23.536592506372042,24.095609971391305,23.350252534321555,23.986377716064453,13746800,0.0,0.0
2005-05-23 00:00:00-04:00,23.915703407210597,24.256254003560315,23.716512094574853,23.896425247192383,13447000,0.0,0.0
2005-05-24 00:00:00-04:00,23.761485351599852,23.973527908973363,23.639401802620537,23.838590621948242,8759200,0.0,0.0
2005-05-25 00:00:00-04:00,23.658244470314596,23.896565333189077,23.465011271846272,23.684009552001953,7602600,0.09,0.0
2005-05-26 00:00:00-04:00,23.92876878874932,24.270147462429314,23.780620823133052,24.109119415283203,10605000,0.0,0.0
2005-05-27 00:00:00-04:00,24.02539607644176,24.160659113528705,23.87081045036931,23.93522071838379,4976700,0.0,0.0
2005-05-31 00:00:00-04:00,23.870794790904622,24.19285083389371,23.761294458600172,24.006057739257812,9607400,0.0,0.0
2005-06-01 00:00:00-04:00,23.838593655437556,24.708146680473153,23.819271073912304,24.54067611694336,15292300,0.0,0.0
2005-06-02 00:00:00-04:00,24.398962579708655,24.733901105385904,24.347432441715746,24.637283325195312,9325900,0.0,0.0
2005-06-03 00:00:00-04:00,24.71457730959019,24.811195094606862,24.186405654241696,24.218610763549805,10080000,0.0,0.0
2005-06-06 00:00:00-04:00,24.22505731731998,24.47626065192862,24.192852202617573,24.34099769592285,7936900,0.0,0.0
